date,hospital_admission,alltest_performed,hospital_cases,all_positive_case,NHS111_call,stringency_index,stay_home_requirements,facial_coverings,apple_driving,apple_transit,apple_walking,vaccine_dose1,vaccine_dose2,vaccine_dose3
14-12-2021,936,1319891,7738,59610,2922,46.76,0,3,127.96,129.68,152.03,34082,37888,656711
15-12-2021,936,1635922,7659,78610,2840,48.61,0,3,131.79,134.28,160.26,28067,38794,745183
16-12-2021,905,1598910,7674,88376,2790,48.61,0,3,131.18,131,161.31,32677,42497,861306
17-12-2021,868,1578141,7549,93045,2797,48.61,0,3,145.42,144.69,187.39,32890,42286,852521
18-12-2021,828,1406561,7481,90418,4207,48.61,0,3,131.75,152.17,208.96,38329,45898,940606
19-12-2021,1014,1468502,7636,82886,3942,48.61,0,3,109.35,116.83,139.72,33151,39904,846466
20-12-2021,1199,1491030,7878,91743,3407,48.61,0,3,123.86,118.13,151.6,39793,50938,897979
21-12-2021,1233,1490061,8088,90629,3262,48.61,0,3,123.48,112.61,149.73,39955,54085,968665
22-12-2021,1399,1648679,8306,109655,3105,48.61,0,3,125.31,109.13,144.98,39309,53154,840038
23-12-2021,1383,1623996,8332,119789,2861,48.61,0,3,125.61,103.35,138.43,32605,44046,605561
24-12-2021,1168,1614490,8569,122186,2591,48.61,0,3,92.58,75.85,99.14,10770,13968,169369
25-12-2021,1390,1197192,8367,121880,2937,48.61,0,3,42.03,40.25,39.17,955,917,10480
26-12-2021,1520,1277701,8781,119923,5273,48.61,0,3,78.33,84.85,78.82,1935,2084,22983
27-12-2021,,,,,,,,,,,,,,
28-12-2021,,,,,,,,,,,,,,
29-12-2021,,,,,,,,,,,,,,
30-12-2021,,,,,,,,,,,,,,
31-12-2021,,,,,,,,,,,,,,
01-01-2022,,,,,,,,,,,,,,
02-01-2022,,,,,,,,,,,,,,
